simulation,period,t0,ecc,per0,q,sma,incl,reqv1,reqv2,teff1,teff2,grb1,grb2,alb1,alb2,l3
01404,2.38326,0.41758,0.00000,0.00000,1.04666,10.59072,75.00530,5.60464,2.43549,9382.62790,14410.32384,0.75795,0.86706,0.39161,0.02230,0.00000
01405,14.06886,0.82680,0.00000,0.00000,1.43471,35.34246,84.16513,0.86246,3.68818,14306.79157,13421.82829,0.07164,0.79932,0.40941,0.78117,0.00000
01406,23.81950,0.45658,0.00000,0.00000,0.83320,46.91612,88.57313,5.13683,1.01671,5123.47372,5825.69906,0.05248,0.85611,0.43209,0.98483,0.00000
01407,11.44557,-0.80310,0.00000,0.00000,1.40288,31.47978,75.88985,0.78183,6.31277,12413.74911,5967.15341,0.78752,0.37781,0.35837,0.17315,0.00000
01408,12.45572,-0.33801,0.00000,0.00000,1.18921,32.71363,57.08833,2.98452,0.75320,7138.03463,10492.01205,0.55405,0.93571,0.93477,0.13866,0.00000
01409,21.70202,-0.97253,0.00000,0.00000,0.84526,42.37186,87.59421,5.64556,0.56109,13505.47385,10367.87935,0.02076,0.81279,0.48613,0.32299,0.00000
01410,15.83311,0.39117,0.00000,0.00000,0.67654,34.96272,79.78715,2.20604,4.55684,11694.36312,8453.64817,0.06240,0.30898,0.17960,0.64858,0.00000
01411,21.54000,-0.69083,0.00000,0.00000,1.28723,47.18781,63.35828,2.15940,3.35113,6311.34636,11349.83787,0.83837,0.09246,0.81673,0.65719,0.00000
01412,21.11122,-0.06400,0.00000,0.00000,0.70069,41.48188,51.30804,1.36232,1.65419,9315.90319,5979.63720,0.86139,0.90812,0.17241,0.65614,0.00000
01413,10.32727,0.87794,0.00000,0.00000,1.32856,28.59943,68.55539,2.65319,0.82861,10580.04439,10046.53400,0.21707,0.40734,0.18912,0.57880,0.00000
01414,22.28089,0.51987,0.00000,0.00000,0.46710,41.43293,83.45868,3.82227,2.16013,8438.31606,7634.05526,0.91162,0.25966,0.24294,0.38488,0.00000
01415,6.97568,-0.72541,0.00000,0.00000,1.34770,21.14529,58.74638,1.37012,6.11492,4906.03973,11433.54830,0.71590,0.48968,0.89311,0.17552,0.00000
01416,16.66256,0.89161,0.00000,0.00000,0.38041,34.05209,75.52877,1.76281,0.69371,6678.02634,11982.62355,0.48068,0.99948,0.51774,0.18698,0.00000
01417,21.63928,-0.12436,0.00000,0.00000,0.94764,41.05938,68.92157,4.28745,0.51539,4664.50508,8300.95300,0.25800,0.56886,0.11995,0.53011,0.00000
01418,23.89126,0.58878,0.00000,0.00000,0.61229,43.82457,56.61292,0.68473,4.32387,4144.66866,3611.10624,0.42863,0.34402,0.10684,0.45870,0.00000
01419,18.55325,-0.61830,0.00000,0.00000,0.72186,36.81246,48.42522,3.51627,2.03241,4967.36662,8596.74050,0.12668,0.79213,0.51981,0.27862,0.00000
01420,20.37469,-0.16080,0.00000,0.00000,0.13439,36.28699,64.24547,2.24670,0.93653,12417.09628,9582.95452,0.27609,0.78968,0.11179,0.43384,0.00000
01421,12.75464,0.22373,0.00000,0.00000,0.90837,31.68037,73.16423,3.10069,1.50383,13910.57804,5439.33991,0.50193,0.99457,0.68973,0.80584,0.00000
01422,24.21509,-0.46646,0.00000,0.00000,0.55819,43.31178,59.62042,1.45692,1.23466,6894.02125,14752.82921,0.25679,0.24214,0.18876,0.75045,0.00000
01423,24.85888,-0.94101,0.00000,0.00000,0.48994,42.91013,56.74735,0.73970,0.43613,8448.31946,12204.64825,0.62597,0.38107,0.36365,0.06890,0.00000
01424,11.60568,0.96085,0.00000,0.00000,1.21753,28.76821,78.86838,4.03762,1.69005,6686.43027,14017.27367,0.65522,0.07538,0.12281,0.18989,0.00000
01425,2.11484,-0.91533,0.00000,0.00000,0.99113,9.30076,47.53979,2.33569,5.60036,5767.44231,13162.79650,0.80959,0.93033,0.10499,0.50941,0.00000
01426,8.70445,-0.20248,0.00000,0.00000,0.43360,20.63224,64.23898,5.23451,0.52237,5336.03691,11973.34138,0.51505,0.41621,0.28606,0.33480,0.00000
01427,15.70678,0.69785,0.00000,0.00000,1.45378,36.13028,77.68473,2.50274,1.67367,10621.96594,14275.38563,0.41673,0.39551,0.55550,0.56460,0.00000
01428,21.29690,-0.43554,0.00000,0.00000,1.00528,45.12026,58.40868,5.32647,0.95741,12814.53439,3826.23105,0.11631,0.60041,0.52314,0.10704,0.00000
01429,22.95956,0.26351,0.00000,0.00000,0.71729,43.77304,70.81220,5.37805,2.33142,12721.91225,6009.80002,0.71890,0.62495,0.86259,0.32275,0.00000
01430,15.65769,0.94925,0.00000,0.00000,1.39837,38.85439,66.71366,2.58207,4.74612,6073.21440,6012.78293,0.89001,0.32781,0.77379,0.85864,0.00000
01431,7.75401,0.23992,0.00000,0.00000,1.32116,22.31268,89.75504,1.15966,5.43742,9878.95004,13675.34058,0.97890,0.41939,0.14100,0.27924,0.00000
01432,0.52381,0.27080,0.00000,0.00000,1.00167,3.83874,47.53129,3.10503,1.67209,12233.40409,8826.38889,0.48514,0.35842,0.66166,0.41574,0.00000
01433,20.63079,0.01075,0.00000,0.00000,1.38806,43.76766,71.86002,2.41910,1.57961,4973.54107,11116.71989,0.15633,0.56075,0.70747,0.97657,0.00000
01434,20.86975,-0.23246,0.00000,0.00000,0.52263,39.24055,65.81001,1.17723,1.80350,10958.70378,13008.11384,0.83925,0.57668,0.89831,0.62636,0.00000
01435,19.56551,0.26254,0.00000,0.00000,0.75287,38.87802,73.41994,2.87361,0.58253,9035.71852,13474.63062,0.65997,0.58598,0.87339,0.66741,0.00000
01436,7.62216,-0.59807,0.00000,0.00000,0.44924,20.02274,54.33479,0.94645,1.75294,10311.03242,8015.30770,0.27515,0.90112,0.19675,0.45488,0.00000
01437,4.45477,0.22154,0.00000,0.00000,0.85417,14.65044,72.73454,1.37041,4.95774,10656.80418,10612.53297,0.94252,0.92464,0.74312,0.20751,0.00000
01438,20.68033,-0.74446,0.00000,0.00000,0.98581,41.46662,60.94245,0.67918,0.95110,12622.05483,8252.59805,0.23975,0.34875,0.96626,0.32567,0.00000
01439,19.83699,0.59858,0.00000,0.00000,0.81320,38.99395,69.35299,3.16941,4.41272,5520.45470,5475.94422,0.10895,0.12464,0.48839,0.97961,0.00000
01440,2.10807,0.98909,0.00000,0.00000,0.98349,9.29764,54.41545,1.35091,1.18963,9292.83325,14195.20324,0.94347,0.62459,0.31597,0.69416,0.00000
01441,12.26673,0.40782,0.00000,0.00000,1.14763,30.16656,85.33886,4.88763,2.99525,8400.49711,5178.24870,0.43693,0.33002,0.48534,0.46999,0.00000
01442,19.66113,0.65040,0.00000,0.00000,0.40345,37.66829,77.23214,0.66756,2.74104,9462.98185,11060.29999,0.73503,0.39136,0.02792,0.14779,0.00000
01443,8.08910,-0.64057,0.00000,0.00000,0.12204,19.30646,61.99732,5.58030,1.97869,4280.51335,3667.66909,0.65763,0.87585,0.08812,0.84568,0.00000
01444,10.05337,0.21486,0.00000,0.00000,0.28294,23.34937,73.12588,5.48866,1.59372,13252.85820,6301.81337,0.75912,0.24839,0.43744,0.17544,0.00000
01445,0.35741,-0.53470,0.00000,0.00000,0.82590,2.84369,46.79104,4.48367,0.77688,11837.35667,12028.82421,0.25380,0.85417,0.68418,0.80253,0.00000
01446,23.56475,0.12250,0.00000,0.00000,0.25620,39.47971,60.34233,1.95717,0.48091,12114.92926,6285.32032,0.81356,0.29108,0.87795,0.71139,0.00000
01447,8.23782,0.19616,0.00000,0.00000,0.64740,22.39836,59.89702,4.94032,1.78406,14738.68027,6514.87180,0.32471,0.30863,0.24285,0.60105,0.00000
01448,12.70062,-0.26316,0.00000,0.00000,0.82490,30.36031,52.46209,1.17837,3.68995,4592.63640,11807.92167,0.87863,0.44998,0.08121,0.50427,0.00000
01449,3.74679,-0.49899,0.00000,0.00000,1.46670,14.80704,76.11304,0.89065,2.02067,10399.57470,11397.13167,0.24546,0.61311,0.49884,0.92029,0.00000
01450,13.17797,-0.21422,0.00000,0.00000,0.87900,30.06290,64.67023,2.42053,0.62583,7796.54760,3923.90495,0.75389,0.88871,0.21865,0.30038,0.00000
01451,9.84329,-0.88485,0.00000,0.00000,0.64930,23.11954,87.31723,1.09054,2.43780,13852.15328,13022.53817,0.30254,0.54736,0.47314,0.60016,0.00000
01452,14.03771,-0.47545,0.00000,0.00000,0.21383,28.92542,60.77979,3.95262,0.30571,4360.72922,9601.21416,0.73992,0.95138,0.64483,0.76964,0.00000
01453,21.69943,0.45333,0.00000,0.00000,0.85197,41.21993,61.84947,2.77949,4.65182,11952.15774,9734.80079,0.19349,0.91584,0.76748,0.80616,0.00000
01454,23.96536,-0.95551,0.00000,0.00000,0.79871,45.48193,85.04976,4.15616,3.74165,14667.06834,9871.10770,0.15971,0.74143,0.33649,0.81196,0.00000
01455,0.32987,-0.91269,0.00000,0.00000,0.28901,2.31340,69.39724,0.62255,1.97417,8728.30239,14298.31077,0.28342,0.03892,0.47600,0.83291,0.00000
01456,24.04697,0.25412,0.00000,0.00000,1.47826,53.07412,63.09291,0.68329,0.84899,6508.05950,11988.84891,0.61941,0.31532,0.58327,0.59417,0.00000
01457,19.66166,0.84121,0.00000,0.00000,0.48193,35.57214,82.08668,1.49296,2.20565,14778.63154,13586.86571,0.18927,0.80659,0.33870,0.57789,0.00000
01458,14.66775,-0.12508,0.00000,0.00000,1.31938,34.93157,45.60846,1.23705,2.16483,12519.91877,7443.91887,0.12591,0.66516,0.84411,0.13097,0.00000
01459,23.23193,-0.74836,0.00000,0.00000,0.24327,38.29573,63.75737,3.74711,0.99122,4597.62626,7715.74236,0.88896,0.52833,0.08625,0.06261,0.00000
01460,1.48509,-0.43285,0.00000,0.00000,1.24462,7.85569,72.04941,2.79322,3.94641,7785.80894,3501.91690,0.47531,0.98766,0.26204,0.92593,0.00000
01461,7.94711,0.68259,0.00000,0.00000,0.55953,21.71368,46.33584,2.12652,2.12653,14464.62155,7705.56873,0.12896,0.77370,0.15517,0.90573,0.00000
01462,8.50880,0.68267,0.00000,0.00000,1.41031,24.11735,79.74192,2.25472,3.22015,3528.21894,14207.65102,0.58833,0.71709,0.87975,0.61034,0.00000
01463,17.66104,0.67605,0.00000,0.00000,0.46712,35.22503,71.04156,2.83879,0.46028,9780.08253,9412.92978,0.02548,0.14292,0.67631,0.28283,0.00000
01464,22.37504,0.25798,0.00000,0.00000,0.73522,43.08283,76.46833,4.99122,2.43038,6432.36954,4880.42610,0.85933,0.52286,0.27354,0.19638,0.00000
01465,8.51100,-0.44877,0.00000,0.00000,1.05601,24.47770,73.36953,4.12013,3.20906,13928.96010,3961.35664,0.75705,0.25878,0.33018,0.92505,0.00000
01466,9.72733,-0.31702,0.00000,0.00000,1.27069,26.90307,69.07640,1.01697,3.23405,13330.91045,7951.91006,0.54544,0.14867,0.02706,0.26680,0.00000
01467,20.37150,-0.13501,0.00000,0.00000,0.86504,41.36954,62.32017,3.92506,0.76828,14620.01609,8606.51138,0.82211,0.52707,0.28559,0.51622,0.00000
01468,4.68004,0.83080,0.00000,0.00000,1.09361,16.12018,67.33208,1.83123,1.35211,14446.30714,7348.39985,0.45492,0.42951,0.06774,0.38920,0.00000
01469,0.10157,0.97997,0.00000,0.00000,0.42051,1.06114,74.50792,1.61217,0.92813,12051.20278,12407.56637,0.79644,0.15834,0.90095,0.99786,0.00000
01470,11.60918,-0.83385,0.00000,0.00000,0.96315,28.56793,85.11236,4.92198,1.06065,14920.59930,9599.40932,0.58487,0.73543,0.19993,0.59639,0.00000
01471,22.96697,-0.19852,0.00000,0.00000,0.87346,46.76452,51.10740,1.25027,1.76789,9987.17547,7029.46850,0.90163,0.94748,0.13100,0.41438,0.00000
01472,19.84307,0.78328,0.00000,0.00000,1.41570,46.14758,74.17016,0.90121,1.48962,13925.77328,8366.98151,0.87473,0.30491,0.95555,0.83264,0.00000
01473,11.43809,0.26846,0.00000,0.00000,0.48228,26.46608,77.06950,1.70878,0.88160,4919.79381,12265.92268,0.34570,0.63709,0.25634,0.85225,0.00000
01474,2.04636,-0.50433,0.00000,0.00000,0.92699,8.51680,71.10272,1.76093,1.38268,5639.46277,8743.51910,0.19204,0.12109,0.95031,0.02640,0.00000
01475,22.29856,-0.07457,0.00000,0.00000,0.84076,41.48163,56.79048,4.90290,1.45753,14106.30129,11817.22899,0.43060,0.89674,0.83051,0.48600,0.00000
01476,6.60647,-0.58170,0.00000,0.00000,0.78658,18.17231,74.94572,0.56353,0.75724,11593.28380,13244.77097,0.21933,0.82594,0.19810,0.79265,0.00000
01477,4.72454,-0.92959,0.00000,0.00000,0.73341,15.10362,53.88534,1.72103,2.07603,10563.74073,14763.36263,0.60655,0.08366,0.08006,0.96202,0.00000
01478,18.39932,-0.16964,0.00000,0.00000,1.38192,39.79735,77.04279,1.39437,4.41800,7896.59417,7759.03578,0.14404,0.62691,0.98380,0.87271,0.00000
01479,6.69341,0.57756,0.00000,0.00000,0.39415,17.39056,53.21708,3.07490,2.23340,14147.13154,12531.36916,0.49819,0.12622,0.74815,0.37236,0.00000
01480,14.94459,-0.18321,0.00000,0.00000,0.31050,28.64612,46.63334,4.66322,0.75819,14668.09699,8624.80363,0.97697,0.23929,0.63791,0.50057,0.00000
01481,18.24508,-0.33005,0.00000,0.00000,1.10369,38.47342,67.26318,0.88362,5.26507,6248.15564,8100.76272,0.73238,0.67093,0.65115,0.94672,0.00000
01482,14.70137,-0.19962,0.00000,0.00000,1.37676,33.71316,75.95771,0.98304,2.66643,8351.82224,9159.92443,0.50508,0.43394,0.38582,0.91192,0.00000
01483,22.49853,-0.61439,0.00000,0.00000,1.21655,46.69166,65.22914,2.97418,0.69130,9566.10042,14953.00003,0.34600,0.47354,0.72512,0.33140,0.00000
01484,15.99840,-0.79372,0.00000,0.00000,0.49988,31.43079,51.93225,3.68621,0.44262,9951.83353,12654.35770,0.58168,0.55510,0.11879,0.91423,0.00000
01485,20.28182,0.55269,0.00000,0.00000,0.27202,33.94503,54.33657,3.57127,0.41369,7899.84437,6665.07516,0.05602,0.22944,0.61175,0.44633,0.00000
01486,1.37100,-0.65281,0.00000,0.00000,1.29353,7.11751,72.55807,1.69386,1.38440,11297.68195,13046.66198,0.46409,0.70328,0.53369,0.83315,0.00000
01487,2.62605,0.86409,0.00000,0.00000,0.34261,9.69289,80.82375,3.02990,0.79085,8471.64880,12259.56808,0.52434,0.82520,0.44094,0.82522,0.00000
01488,6.64988,-0.90115,0.00000,0.00000,1.15654,19.48434,55.28308,0.55822,3.91981,11222.60318,5648.45439,0.99746,0.60386,0.88673,0.29361,0.00000
01489,23.08657,0.32064,0.00000,0.00000,1.22793,47.63127,61.80605,4.44766,6.10212,9849.77763,12344.91357,0.07011,0.20455,0.78712,0.23559,0.00000
01490,10.18546,0.68752,0.00000,0.00000,0.35250,22.28744,87.49863,3.80437,1.15379,8618.18865,12866.50281,0.33749,0.08163,0.81247,0.29568,0.00000
01491,9.82291,0.89030,0.00000,0.00000,0.83941,24.71544,73.07845,0.60666,1.40082,14228.44966,4909.90265,0.58614,0.28841,0.46259,0.91512,0.00000
01492,19.15025,0.26153,0.00000,0.00000,0.45980,35.85936,77.83300,2.13982,0.55318,10315.91014,12078.00961,0.89483,0.96146,0.34094,0.68695,0.00000
01493,20.54525,-0.75666,0.00000,0.00000,0.48937,36.37565,46.04435,2.09096,2.95964,9777.78492,12431.31004,0.69631,0.66395,0.88361,0.15825,0.00000
01494,1.82780,0.93573,0.00000,0.00000,1.12996,8.45651,78.31166,0.94808,1.16851,14061.05470,12017.63838,0.46278,0.94632,0.94221,0.53771,0.00000
01495,20.51664,0.30661,0.00000,0.00000,1.36401,42.27718,50.60701,3.78592,2.17833,10583.87651,12194.59587,0.45601,0.92635,0.89392,0.17541,0.00000
01496,16.54124,-0.20299,0.00000,0.00000,0.71182,33.10122,77.58627,4.14169,0.48557,9654.97116,6793.89622,0.37693,0.74932,0.21472,0.03254,0.00000
01497,12.13615,0.04213,0.00000,0.00000,0.71993,29.59157,58.08705,2.21146,2.06265,14012.87273,6916.80801,0.43953,0.48918,0.07732,0.06794,0.00000
01498,12.47601,-0.67005,0.00000,0.00000,0.46694,27.17806,85.04109,1.43962,1.20325,7125.03699,9699.47574,0.46473,0.03735,0.77563,0.58443,0.00000
01499,14.43121,-0.91271,0.00000,0.00000,0.74786,31.36131,88.35605,4.18078,3.38159,6708.59456,6743.96189,0.60801,0.23116,0.85380,0.34009,0.00000
01500,18.15214,-0.76801,0.00000,0.00000,0.48023,34.31426,55.88528,3.61491,3.81237,9102.04858,11309.83464,0.40575,0.42746,0.20519,0.50876,0.00000
01501,7.27006,-0.39154,0.00000,0.00000,0.93445,21.97138,48.38171,1.30479,4.88318,10833.02005,14367.92381,0.22478,0.86331,0.80259,0.33725,0.00000
01502,20.00167,0.42220,0.00000,0.00000,1.33662,44.32293,80.68513,4.86064,2.11422,14283.65068,13676.77708,0.99008,0.85257,0.50930,0.49357,0.00000
01503,2.23701,0.69634,0.00000,0.00000,1.29163,10.43999,52.47839,1.68020,1.78836,13072.43935,3755.49587,0.30960,0.55538,0.47790,0.72253,0.00000
01504,20.68050,0.38346,0.00000,0.00000,0.96491,41.44747,81.14437,0.84118,2.30131,3715.16758,13348.14250,0.90599,0.43343,0.13363,0.43184,0.00000
01505,9.52592,0.02209,0.00000,0.00000,1.02598,24.50808,78.37198,2.14600,0.98488,6455.98497,10848.37571,0.60362,0.97561,0.79836,0.45764,0.00000
01506,16.88832,0.78690,0.00000,0.00000,0.27374,31.28314,57.63291,4.26520,2.17280,8163.26282,13917.40001,0.43728,0.26018,0.02233,0.10245,0.00000
01507,3.94840,0.19395,0.00000,0.00000,0.87814,14.01972,77.08149,0.73281,3.30941,14799.78164,8240.86351,0.65732,0.13978,0.39494,0.57957,0.00000
01508,1.38594,0.35933,0.00000,0.00000,1.18339,7.47895,47.17953,1.76090,1.54594,5178.43946,3749.76574,0.40721,0.68766,0.89181,0.61670,0.00000
01509,6.42187,0.67492,0.00000,0.00000,0.74967,18.60673,84.54768,3.60640,2.05667,10221.24694,9604.41180,0.43345,0.83110,0.65485,0.00660,0.00000
01510,23.47252,0.24091,0.00000,0.00000,0.64334,44.78462,59.33426,1.10115,4.17432,7365.91945,9932.58209,0.75094,0.67538,0.59750,0.62838,0.00000
01511,0.39198,-0.79896,0.00000,0.00000,0.45300,2.83160,59.40336,2.58463,1.19479,11771.84876,11874.27080,0.09896,0.95764,0.33553,0.19156,0.00000
01512,10.33353,-0.55234,0.00000,0.00000,0.18055,21.48916,73.48733,0.84757,1.41460,11037.20070,6871.19875,0.64846,0.53672,0.03550,0.70037,0.00000
01513,3.69001,-0.15855,0.00000,0.00000,0.22298,11.49118,54.19462,1.12169,2.59320,3604.04670,3639.86570,0.50823,0.37965,0.37315,0.18507,0.00000
01514,2.68258,0.87050,0.00000,0.00000,1.15574,11.37256,50.84810,2.39316,2.99819,14882.12811,4725.83468,0.69416,0.12585,0.09905,0.41239,0.00000
01515,16.67266,-0.87526,0.00000,0.00000,0.69349,33.13762,60.32219,0.65500,1.47667,9073.20881,4658.24374,0.03240,0.91032,0.04750,0.48341,0.00000
01516,2.29335,-0.42737,0.00000,0.00000,1.20682,10.06868,55.32296,2.63917,1.78655,4074.83247,6280.63736,0.08858,0.28068,0.34365,0.30217,0.00000
01517,5.40121,0.79128,0.00000,0.00000,0.50973,15.29705,56.94245,0.72151,0.77909,8978.06855,11848.91109,0.56057,0.49736,0.14198,0.57678,0.00000
01518,23.31071,0.72328,0.00000,0.00000,0.21841,36.86938,47.61757,1.28205,0.63465,6613.54554,9191.74564,0.05932,0.67421,0.73933,0.47230,0.00000
01519,8.71735,0.86696,0.00000,0.00000,0.44227,21.96348,62.67229,0.73164,1.01489,10998.09213,7678.94746,0.57212,0.74861,0.16351,0.05183,0.00000
01520,3.58808,0.09858,0.00000,0.00000,1.38049,13.72344,84.53850,5.40095,0.74266,14225.16795,8781.51983,0.01772,0.71841,0.65494,0.67714,0.00000
01521,8.19061,-0.42675,0.00000,0.00000,0.86298,22.39760,54.65991,0.93683,3.82393,11797.09768,8822.14086,0.41157,0.81962,0.82813,0.90828,0.00000
01522,11.63427,-0.85938,0.00000,0.00000,0.70301,28.00601,74.85003,5.05741,2.39398,6411.37225,14076.82916,0.58963,0.07425,0.68435,0.99298,0.00000
01523,15.74246,0.67610,0.00000,0.00000,0.48163,31.09971,77.11882,1.53955,0.91519,9245.96565,14216.45602,0.08406,0.19940,0.73958,0.56491,0.00000
01524,17.01840,0.27267,0.00000,0.00000,1.44004,39.13529,75.42300,4.00460,4.40162,7569.06039,9661.98273,0.84504,0.01603,0.95071,0.58345,0.00000
01525,21.28228,0.00372,0.00000,0.00000,1.11820,42.52690,59.32747,1.78055,4.97720,10681.88280,8690.88963,0.14179,0.54730,0.62950,0.82478,0.00000
01526,13.63548,-0.06465,0.00000,0.00000,0.93137,31.49230,74.47438,2.74435,1.45988,10744.44245,5349.81376,0.87415,0.09447,0.84080,0.80211,0.00000
01527,21.30088,0.64947,0.00000,0.00000,1.23685,43.51776,77.22435,1.01535,3.68728,8821.98822,12194.39392,0.13116,0.65671,0.98103,0.77658,0.00000
01528,15.95582,-0.11006,0.00000,0.00000,0.83862,35.15636,77.56720,2.14528,5.20940,8264.14411,5225.95620,0.96587,0.25874,0.55475,0.88385,0.00000
01529,17.93142,-0.57857,0.00000,0.00000,0.20106,32.68207,71.15951,0.93697,1.64395,9708.26655,14707.60005,0.32224,0.31235,0.80854,0.81145,0.00000
01530,0.16784,-0.49177,0.00000,0.00000,0.37825,1.52259,89.34565,4.66432,0.91750,11109.35373,12292.80882,0.74357,0.53134,0.41469,0.38769,0.00000
01531,8.92423,0.06794,0.00000,0.00000,0.30484,22.02883,65.71691,0.98545,0.53170,8824.68244,9434.51984,0.09046,0.14948,0.53855,0.91172,0.00000
01532,20.46607,0.65011,0.00000,0.00000,0.44479,39.71922,68.64566,2.48953,0.82325,5297.85893,12989.68439,0.38653,0.32819,0.36769,0.11512,0.00000
01533,22.03314,-0.66596,0.00000,0.00000,0.25093,39.77510,64.89195,0.83668,0.99308,10717.96035,7472.86779,0.41144,0.79534,0.15030,0.33989,0.00000
01534,21.11439,0.29368,0.00000,0.00000,1.03497,44.03784,48.74094,5.07031,1.55000,6352.85651,14765.16843,0.93749,0.28170,0.31332,0.84642,0.00000
01535,19.11069,-0.59666,0.00000,0.00000,0.25488,35.93046,45.95094,2.52180,0.33537,13364.69236,9121.74492,0.98882,0.17526,0.15178,0.77022,0.00000
01536,18.64948,0.79967,0.00000,0.00000,0.42925,36.90053,79.44330,0.61946,3.44656,7727.76048,7367.52528,0.24454,0.95761,0.80115,0.30137,0.00000
01537,18.37024,-0.71008,0.00000,0.00000,1.43053,42.87471,86.69939,1.38670,1.54484,7255.36664,5498.84792,0.54326,0.46898,0.66555,0.23736,0.00000
01538,17.56051,-0.91804,0.00000,0.00000,0.62630,33.83121,69.45062,0.97454,0.49929,12930.80240,7869.95843,0.02785,0.20245,0.92163,0.55754,0.00000
01539,1.98225,-0.56566,0.00000,0.00000,0.37052,8.13389,51.39873,1.60672,1.37569,10751.80616,10128.44305,0.76394,0.87008,0.12962,0.75373,0.00000
01540,13.32905,-0.03567,0.00000,0.00000,1.02643,32.11792,88.90570,4.72458,0.71462,14805.35763,8849.65740,0.32713,0.52761,0.43354,0.81909,0.00000
01541,1.37657,-0.69514,0.00000,0.00000,0.24832,5.92052,57.41437,1.62843,0.97767,6169.89653,6108.19144,0.62975,0.15013,0.42149,0.33796,0.00000
01542,8.42410,0.23621,0.00000,0.00000,0.86071,22.00713,51.67350,1.63005,3.68855,5281.65128,10554.01796,0.16421,0.61636,0.64213,0.23665,0.00000
01543,21.33583,0.21697,0.00000,0.00000,1.28736,45.82818,89.96176,0.86782,0.72633,11273.36001,9171.71678,0.24321,0.01496,0.40401,0.15650,0.00000
01544,5.66279,0.31580,0.00000,0.00000,0.81738,17.73189,74.74829,3.30665,2.29629,13582.24338,6264.18098,0.07466,0.89159,0.70784,0.34253,0.00000
01545,15.97697,-0.82805,0.00000,0.00000,0.35787,30.47163,89.17735,5.08805,1.04778,9968.30055,3779.21828,0.04681,0.13932,0.17975,0.80691,0.00000
01546,22.97652,-0.92972,0.00000,0.00000,1.29792,48.62760,65.54041,2.57936,1.79019,7472.00981,4933.42897,0.95018,0.23816,0.96204,0.29042,0.00000
01547,8.27550,0.20130,0.00000,0.00000,1.01152,21.76055,72.04218,1.66270,1.22332,6361.25745,13186.40966,0.20305,0.92122,0.04899,0.79944,0.00000
01548,5.85974,-0.72704,0.00000,0.00000,0.42016,15.87126,56.34872,1.09138,3.13284,5352.56193,12748.15788,0.98045,0.26077,0.81998,0.16974,0.00000
01549,10.11620,0.00201,0.00000,0.00000,0.63399,24.54014,52.43279,1.36051,1.37637,3810.31366,13911.03855,0.47675,0.38058,0.49420,0.54762,0.00000
01550,9.32262,-0.86571,0.00000,0.00000,0.84277,24.80017,52.87165,0.91540,3.66914,7313.97531,3631.20378,0.16903,0.73781,0.14159,0.28113,0.00000
01551,21.89199,-0.61247,0.00000,0.00000,1.40072,48.82451,69.80035,4.15920,2.85679,4989.75296,11544.74954,0.52848,0.59163,0.66574,0.97717,0.00000
01552,8.93586,-0.49852,0.00000,0.00000,0.77550,24.03274,76.79683,3.07379,1.25470,7652.30565,4022.73465,0.79992,0.35985,0.37824,0.03956,0.00000
01553,4.86054,-0.39113,0.00000,0.00000,0.34772,14.16427,48.11611,0.59839,0.62386,14266.08508,9637.91782,0.26424,0.68982,0.80013,0.16683,0.00000
01554,6.55507,-0.97501,0.00000,0.00000,0.62031,17.91637,70.01053,5.04103,1.30057,13752.89646,6204.75466,0.16744,0.30880,0.85266,0.39776,0.00000
